Date,Name of State/UT,Total Confirmed cases (Indian National),Total Confirmed cases (Foreign National),Cured/Discharged/Migrated,Death,Total Confirmed cases
25-04-2020,Chandigarh,28,0,15,0,28
25-04-2020,Chhattisgarh,36,0,30,0,36
25-04-2020,Delhi,2513,1,857,53,2514
25-04-2020,Goa,6,1,7,0,7
25-04-2020,Gujarat,2814,1,265,127,2815
25-04-2020,Haryana,258,14,156,3,272
25-04-2020,Himachal Pradesh,40,0,18,1,40
25-04-2020,Jammu and Kashmir,454,0,109,5,454
25-04-2020,Jharkhand,59,0,9,3,59
25-04-2020,Karnataka,489,0,153,18,489
25-04-2020,Kerala,443,8,331,4,451
25-04-2020,Ladakh,20,0,14,0,20
25-04-2020,Madhya Pradesh,1952,0,210,92,1952
25-04-2020,Maharashtra,6814,3,957,301,6817
25-04-2020,Manipur,2,0,2,0,2
25-04-2020,Meghalaya,12,0,0,1,12
25-04-2020,Mizoram,1,0,0,0,1
25-04-2020,Odisha,94,0,33,1,94
25-04-2020,Puducherry,7,0,3,0,7
25-04-2020,Punjab,298,0,67,17,298
25-04-2020,Rajasthan,2032,2,230,27,2034
25-04-2020,Tamil Nadu,1749,6,866,22,1755
25-04-2020,Telengana,974,10,253,26,984
25-04-2020,Tripura,2,0,1,0,2
25-04-2020,Uttar Pradesh,1777,1,248,26,1778
25-04-2020,Uttarakhand,47,1,25,0,48
25-04-2020,West Bengal,571,0,103,18,571
26-04-2020,Andaman and Nicobar Islands,33,0,11,0,33
26-04-2020,Andhra Pradesh,1097,0,231,31,1097
26-04-2020,Arunachal Pradesh,1,0,1,0,1
26-04-2020,Assam,36,0,19,1,36
26-04-2020,Bihar,251,0,46,2,251
26-04-2020,Chandigarh,30,0,17,0,30
26-04-2020,Chhattisgarh,37,0,32,0,37
26-04-2020,Delhi,2624,1,869,54,2625
26-04-2020,Goa,6,1,7,0,7
26-04-2020,Gujarat,3070,1,282,133,3071
26-04-2020,Haryana,275,14,176,3,289
26-04-2020,Himachal Pradesh,40,0,22,1,40
26-04-2020,Jammu and Kashmir,494,0,112,6,494
26-04-2020,Jharkhand,67,0,13,3,67
26-04-2020,Karnataka,501,0,177,18,501
26-04-2020,Kerala,450,8,338,4,458
26-04-2020,Ladakh,20,0,14,0,20
26-04-2020,Madhya Pradesh,2096,0,210,99,2096
26-04-2020,Maharashtra,7625,3,1076,323,7628
26-04-2020,Manipur,2,0,2,0,2
26-04-2020,Meghalaya,12,0,0,1,12
26-04-2020,Mizoram,1,0,0,0,1
26-04-2020,Odisha,103,0,34,1,103
26-04-2020,Puducherry,7,0,3,0,7
26-04-2020,Punjab,298,0,67,17,298
26-04-2020,Rajasthan,2081,2,493,33,2083
26-04-2020,Tamil Nadu,1815,6,960,23,1821
26-04-2020,Telengana,981,10,280,26,991
26-04-2020,Tripura,2,0,2,0,2
26-04-2020,Uttar Pradesh,1842,1,289,29,1843
26-04-2020,Uttarakhand,49,1,26,0,50
26-04-2020,West Bengal,611,0,105,18,611
27-04-2020,Andaman and Nicobar Islands,33,0,11,0,33
27-04-2020,Andhra Pradesh,1177,0,235,31,1177
27-04-2020,Arunachal Pradesh,1,0,1,0,1
27-04-2020,Assam,36,0,27,1,36
27-04-2020,Bihar,277,0,56,2,277
27-04-2020,Chandigarh,30,0,17,0,30
27-04-2020,Chhattisgarh,37,0,32,0,37
27-04-2020,Delhi,2917,1,877,54,2918
27-04-2020,Goa,6,1,7,0,7
27-04-2020,Gujarat,3300,1,313,151,3301
27-04-2020,Haryana,275,14,176,3,289
27-04-2020,Himachal Pradesh,40,0,22,1,40
27-04-2020,Jammu and Kashmir,523,0,137,6,523
27-04-2020,Jharkhand,82,0,13,3,82
27-04-2020,Karnataka,511,0,188,20,511
27-04-2020,Kerala,461,8,342,4,469
27-04-2020,Ladakh,20,0,14,0,20
27-04-2020,Madhya Pradesh,2168,0,302,106,2168
27-04-2020,Maharashtra,8065,3,1188,342,8068
27-04-2020,Manipur,2,0,2,0,2
27-04-2020,Meghalaya,12,0,0,1,12
27-04-2020,Mizoram,1,0,0,0,1
27-04-2020,Odisha,108,0,35,1,108
27-04-2020,Puducherry,8,0,3,0,8
27-04-2020,Punjab,313,0,71,18,313
27-04-2020,Rajasthan,2183,2,518,41,2185
27-04-2020,Tamil Nadu,1879,6,1020,24,1885
27-04-2020,Telengana,992,10,280,26,1002
27-04-2020,Tripura,2,0,2,0,2
27-04-2020,Uttar Pradesh,1954,1,335,31,1955
27-04-2020,Uttarakhand,50,1,33,0,51
27-04-2020,West Bengal,649,0,105,20,649
28-04-2020,Andaman and Nicobar Islands,33,0,11,0,33
28-04-2020,Andhra Pradesh,1259,0,258,31,1259
28-04-2020,Arunachal Pradesh,1,0,1,0,1
28-04-2020,Assam,38,0,27,1,38
28-04-2020,Bihar,346,0,57,2,346
28-04-2020,Chandigarh,40,0,17,0,40
28-04-2020,Chhattisgarh,37,0,32,0,37
28-04-2020,Delhi,3107,1,877,54,3108
28-04-2020,Goa,6,1,7,0,7
28-04-2020,Gujarat,3547,1,394,162,3548
28-04-2020,Haryana,282,14,183,3,296
28-04-2020,Himachal Pradesh,40,0,22,1,40
28-04-2020,Jammu and Kashmir,546,0,164,7,546
28-04-2020,Jharkhand,103,0,17,3,103
28-04-2020,Karnataka,520,0,198,20,520
28-04-2020,Kerala,474,8,355,4,482
28-04-2020,Ladakh,22,0,16,0,22
28-04-2020,Madhya Pradesh,2368,0,361,113,2368
28-04-2020,Maharashtra,8587,3,1282,369,8590
28-04-2020,Manipur,2,0,2,0,2
28-04-2020,Meghalaya,12,0,0,1,12
28-04-2020,Mizoram,1,0,0,0,1
28-04-2020,Odisha,118,0,37,1,118
28-04-2020,Puducherry,8,0,3,0,8
28-04-2020,Punjab,313,0,71,18,313
28-04-2020,Rajasthan,2260,2,669,46,2262
28-04-2020,Tamil Nadu,1931,6,1101,24,1937
28-04-2020,Telengana,994,10,321,26,1004
28-04-2020,Tripura,2,0,2,0,2
28-04-2020,Uttar Pradesh,2042,1,400,31,2043
28-04-2020,Uttarakhand,50,1,33,0,51
28-04-2020,West Bengal,697,0,109,20,697
29-04-2020,Andaman and Nicobar Islands,33,0,15,0,33
29-04-2020,Andhra Pradesh,1332,0,287,31,1332
29-04-2020,Arunachal Pradesh,1,0,1,0,1
29-04-2020,Assam,38,0,27,1,38
29-04-2020,Bihar,383,0,64,2,383
29-04-2020,Chandigarh,56,0,17,0,56
29-04-2020,Chhattisgarh,38,0,34,0,38
29-04-2020,Delhi,3313,1,1078,54,3314
29-04-2020,Goa,6,1,7,0,7
29-04-2020,Gujarat,3773,1,434,181,3774
29-04-2020,Haryana,296,14,209,3,310
29-04-2020,Himachal Pradesh,40,0,25,1,40
29-04-2020,Jammu and Kashmir,565,0,176,8,565
29-04-2020,Jharkhand,105,0,19,3,105
29-04-2020,Karnataka,532,0,215,20,532
29-04-2020,Kerala,478,8,359,4,486
29-04-2020,Ladakh,22,0,16,0,22
29-04-2020,Madhya Pradesh#,2561,0,377,119,2561
29-04-2020,Maharashtra,9315,3,1388,400,9318
29-04-2020,Manipur,2,0,2,0,2
29-04-2020,Meghalaya,12,0,0,1,12
29-04-2020,Mizoram,1,0,0,0,1
29-04-2020,Odisha,119,0,38,1,119
29-04-2020,Puducherry,8,0,3,0,8
29-04-2020,Punjab,322,0,71,19,322
29-04-2020,Rajasthan,2362,2,768,51,2364
29-04-2020,Tamil Nadu,2052,6,1168,25,2058
29-04-2020,Telengana,1002,10,367,26,1012
29-04-2020,Tripura,2,0,2,0,2
29-04-2020,Uttar Pradesh,2114,1,477,36,2115
29-04-2020,Uttarakhand,53,1,34,0,54
29-04-2020,West Bengal,725,0,119,22,725
30-04-2020,Andaman and Nicobar Islands,33,0,15,0,33
30-04-2020,Andhra Pradesh,1403,0,321,31,1403
30-04-2020,Arunachal Pradesh,1,0,1,0,1
30-04-2020,Assam,42,0,29,1,42
30-04-2020,Bihar,403,0,65,2,403
30-04-2020,Chandigarh,56,0,17,0,56
30-04-2020,Chhattisgarh,38,0,36,0,38
30-04-2020,Delhi,3438,1,1092,56,3439
30-04-2020,Goa,6,1,7,0,7
30-04-2020,Gujarat,4081,1,527,197,4082
30-04-2020,Haryana,296,14,209,3,310
30-04-2020,Himachal Pradesh,40,0,25,1,40
30-04-2020,Jammu and Kashmir,581,0,192,8,581
30-04-2020,Jharkhand,107,0,19,3,107
30-04-2020,Karnataka,557,0,223,21,557
30-04-2020,Kerala,488,8,369,4,496
30-04-2020,Ladakh,22,0,16,0,22
30-04-2020,Madhya Pradesh,2660,0,461,130,2660
30-04-2020,Maharashtra,9912,3,1593,432,9915
30-04-2020,Manipur,2,0,2,0,2
30-04-2020,Meghalaya,12,0,0,1,12
30-04-2020,Mizoram,1,0,0,0,1
30-04-2020,Odisha,128,0,39,1,128
30-04-2020,Puducherry,8,0,5,0,8
30-04-2020,Punjab,357,0,90,19,357
30-04-2020,Rajasthan,2436,2,768,51,2438
30-04-2020,Tamil Nadu,2156,6,1210,27,2162
30-04-2020,Telengana,1002,10,367,26,1012
30-04-2020,Tripura,2,0,2,0,2
30-04-2020,Uttar Pradesh,2202,1,513,39,2203
30-04-2020,Uttarakhand,54,1,36,0,55
30-04-2020,West Bengal,758,0,124,22,758
01-05-2020,Andaman and Nicobar Islands,33,0,16,0,33
01-05-2020,Andhra Pradesh,1463,0,403,33,1463
01-05-2020,Arunachal Pradesh,1,0,1,0,1
01-05-2020,Assam,42,0,29,1,42
01-05-2020,Bihar,426,0,82,2,426
01-05-2020,Chandigarh,56,0,17,0,56
01-05-2020,Chhattisgarh,40,0,36,0,40
01-05-2020,Delhi,3514,1,1094,59,3515
01-05-2020,Goa,6,1,7,0,7
01-05-2020,Gujarat,4394,1,613,214,4395
01-05-2020,Haryana,299,14,209,3,313
01-05-2020,Himachal Pradesh,40,0,28,1,40
01-05-2020,Jammu and Kashmir,614,0,216,8,614
01-05-2020,Jharkhand,111,0,20,3,111
01-05-2020,Karnataka,576,0,235,22,576
01-05-2020,Kerala,489,8,383,4,497
01-05-2020,Ladakh,22,0,16,0,22
01-05-2020,Madhya Pradesh,2719,0,482,137,2719
01-05-2020,Maharashtra,10495,3,1773,459,10498
01-05-2020,Manipur,2,0,2,0,2
01-05-2020,Meghalaya,12,0,0,1,12
01-05-2020,Mizoram,1,0,0,0,1
01-05-2020,Odisha,143,0,41,1,143
01-05-2020,Puducherry,8,0,5,0,8
01-05-2020,Punjab,357,0,90,19,357
01-05-2020,Rajasthan,2582,2,836,58,2584
01-05-2020,Tamil Nadu,2317,6,1258,27,2323
01-05-2020,Telengana,1029,10,441,26,1039
01-05-2020,Tripura,2,0,2,0,2
01-05-2020,Uttar Pradesh,2280,1,555,41,2281
01-05-2020,Uttarakhand,56,1,36,0,57
01-05-2020,West Bengal,795,0,139,33,795
02-05-2020,Andaman and Nicobar Islands,33,0,16,0,33
02-05-2020,Andhra Pradesh,1525,0,441,33,1525
02-05-2020,Arunachal Pradesh,1,0,1,0,1
02-05-2020,Assam,43,0,32,1,43
02-05-2020,Bihar,471,0,98,3,471
02-05-2020,Chandigarh,88,0,17,0,88
02-05-2020,Chhattisgarh,43,0,36,0,43
02-05-2020,Delhi,3737,1,1167,61,3738
02-05-2020,Goa,6,1,7,0,7
02-05-2020,Gujarat,4720,1,735,236,4721
02-05-2020,Haryana,346,14,227,4,360
02-05-2020,Himachal Pradesh,40,0,30,1,40
02-05-2020,Jammu and Kashmir,639,0,247,8,639
02-05-2020,Jharkhand,111,0,20,3,111
02-05-2020,Karnataka,598,0,255,25,598
02-05-2020,Kerala,490,8,392,4,498
02-05-2020,Ladakh,22,0,17,0,22
02-05-2020,Madhya Pradesh,2719,0,524,145,2719
02-05-2020,Maharashtra,11503,3,1879,485,11506
02-05-2020,Manipur,2,0,2,0,2
02-05-2020,Meghalaya,12,0,0,1,12
02-05-2020,Mizoram,1,0,0,0,1
02-05-2020,Odisha,154,0,55,1,154
02-05-2020,Puducherry,8,0,5,0,8
02-05-2020,Punjab,772,0,112,20,772
02-05-2020,Rajasthan,2664,2,1116,62,2666
02-05-2020,Tamil Nadu,2520,6,1312,28,2526
02-05-2020,Telengana,1047,10,441,26,1057
02-05-2020,Tripura,2,0,2,0,2
02-05-2020,Uttar Pradesh,2454,1,656,43,2455
02-05-2020,Uttarakhand,57,1,37,0,58
02-05-2020,West Bengal,795,0,139,33,795
03-05-2020,Andaman and Nicobar Islands,33,0,17,0,33
03-05-2020,Andhra Pradesh,1583,0,488,33,1583
03-05-2020,Arunachal Pradesh,1,0,1,0,1
03-05-2020,Assam,43,0,32,1,43
03-05-2020,Bihar,482,0,117,4,482
03-05-2020,Chandigarh,94,0,19,0,94
03-05-2020,Chhattisgarh,43,0,36,0,43
03-05-2020,Delhi,4121,1,1256,64,4122
03-05-2020,Goa,6,1,7,0,7
03-05-2020,Gujarat,5054,1,896,262,5055
03-05-2020,Haryana,380,14,227,4,394
03-05-2020,Himachal Pradesh,40,0,33,1,40
03-05-2020,Jammu and Kashmir,666,0,254,8,666
03-05-2020,Jharkhand,115,0,22,3,115
03-05-2020,Karnataka,606,0,282,25,606
03-05-2020,Kerala,492,8,400,4,500
03-05-2020,Ladakh,40,0,17,0,40
03-05-2020,Madhya Pradesh,2846,0,798,156,2846
03-05-2020,Maharashtra,12293,3,2000,521,12296
03-05-2020,Manipur,2,0,2,0,2
03-05-2020,Meghalaya,12,0,0,1,12
03-05-2020,Mizoram,1,0,0,0,1
03-05-2020,Odisha,160,0,56,1,160
03-05-2020,Puducherry,8,0,5,0,8
03-05-2020,Punjab,772,0,112,20,772
03-05-2020,Rajasthan,2770,2,1121,65,2772
03-05-2020,Tamil Nadu,2751,6,1341,29,2757
03-05-2020,Telengana,1053,10,458,28,1063
03-05-2020,Tripura,4,0,2,0,4
03-05-2020,Uttar Pradesh,2625,1,698,43,2626
03-05-2020,Uttarakhand,58,1,39,0,59
03-05-2020,West Bengal,922,0,151,33,922
04-05-2020,Andaman and Nicobar Islands,33,0,32,0,33
04-05-2020,Andhra Pradesh,1650,0,524,36,1650
04-05-2020,Arunachal Pradesh,1,0,1,0,1
04-05-2020,Assam,43,0,32,1,43
04-05-2020,Bihar,517,0,125,4,517
04-05-2020,Chandigarh,94,0,19,0,94
04-05-2020,Chhattisgarh,57,0,36,0,57
04-05-2020,Delhi,4548,1,1362,64,4549
04-05-2020,Goa,6,1,7,0,7
04-05-2020,Gujarat,5427,1,1042,290,5428
04-05-2020,Haryana,428,14,245,5,442
04-05-2020,Himachal Pradesh,40,0,34,1,40
04-05-2020,Jammu and Kashmir,701,0,287,8,701
04-05-2020,Jharkhand,115,0,22,3,115
04-05-2020,Karnataka,642,0,304,26,642
04-05-2020,Kerala,492,8,401,4,500
04-05-2020,Ladakh,41,0,17,0,41
04-05-2020,Madhya Pradesh,2942,0,798,165,2942
04-05-2020,Maharashtra,12971,3,2115,548,12974
04-05-2020,Manipur,2,0,2,0,2
04-05-2020,Meghalaya,12,0,0,1,12
04-05-2020,Mizoram,1,0,0,0,1
04-05-2020,Odisha,163,0,60,1,163
04-05-2020,Puducherry,8,0,5,0,8
04-05-2020,Punjab,1102,0,117,21,1102
04-05-2020,Rajasthan,2884,2,1356,71,2886
04-05-2020,Tamil Nadu,3017,6,1379,30,3023
04-05-2020,Telengana,1072,10,490,29,1082
04-05-2020,Tripura,16,0,2,0,16
04-05-2020,Uttar Pradesh,2741,1,758,45,2742
04-05-2020,Uttarakhand,59,1,39,1,60
04-05-2020,West Bengal,963,0,151,35,963
05-05-2020,Andaman and Nicobar Islands,33,0,32,0,33
05-05-2020,Andhra Pradesh,1717,0,589,36,1717
05-05-2020,Arunachal Pradesh,1,0,1,0,1
05-05-2020,Assam,43,0,32,1,43
05-05-2020,Bihar,529,0,130,4,529
05-05-2020,Chandigarh,102,0,21,1,102
05-05-2020,Chhattisgarh,58,0,36,0,58
05-05-2020,Delhi,4897,1,1431,64,4898
05-05-2020,Goa,6,1,7,0,7
05-05-2020,Gujarat,5803,1,1195,319,5804
05-05-2020,Haryana,503,14,254,6,517
05-05-2020,Himachal Pradesh,41,0,38,1,41
05-05-2020,Jammu and Kashmir,726,0,303,8,726
05-05-2020,Jharkhand,115,0,27,3,115
05-05-2020,Karnataka,659,0,324,28,659
05-05-2020,Kerala,492,8,462,4,500
05-05-2020,Ladakh,41,0,17,0,41
05-05-2020,Madhya Pradesh,3049,0,1000,176,3049
05-05-2020,Maharashtra,14538,3,2465,583,14541
05-05-2020,Manipur,2,0,2,0,2
05-05-2020,Meghalaya,12,0,10,1,12
05-05-2020,Mizoram,1,0,0,0,1
05-05-2020,Odisha,170,0,60,1,170
05-05-2020,Puducherry,9,0,6,0,9
05-05-2020,Punjab,1233,0,128,23,1233
05-05-2020,Rajasthan,3059,2,1394,77,3061
05-05-2020,Tamil Nadu,3544,6,1409,31,3550
05-05-2020,Telengana,1075,10,585,29,1085
05-05-2020,Tripura,29,0,2,0,29
05-05-2020,Uttar Pradesh,2858,1,944,53,2859
05-05-2020,Uttarakhand,59,1,39,1,60
05-05-2020,West Bengal,1259,0,218,133,1259
06-05-2020,Andaman and Nicobar Islands,33,0,32,0,33
06-05-2020,Andhra Pradesh,1717,0,589,36,1717
06-05-2020,Arunachal Pradesh,1,0,1,0,1
06-05-2020,Assam,43,0,32,1,43
06-05-2020,Bihar,536,0,142,4,536
06-05-2020,Chandigarh,111,0,21,1,111
06-05-2020,Chhattisgarh,59,0,36,0,59
06-05-2020,Dadar Nagar Haveli,1,0,0,0,1
06-05-2020,Delhi,5103,1,1468,64,5104
06-05-2020,Goa,6,1,7,0,7
06-05-2020,Gujarat,6244,1,1381,368,6245
06-05-2020,Haryana,534,14,256,6,548
06-05-2020,Himachal Pradesh,42,0,38,2,42
06-05-2020,Jammu and Kashmir,741,0,320,8,741
06-05-2020,Jharkhand,125,0,33,3,125
06-05-2020,Karnataka,671,0,331,29,671
06-05-2020,Kerala,494,8,462,4,502
06-05-2020,Ladakh,41,0,17,0,41
06-05-2020,Madhya Pradesh,3049,0,1000,176,3049
06-05-2020,Maharashtra,15522,3,2819,617,15525
06-05-2020,Manipur,2,0,2,0,2
06-05-2020,Meghalaya,12,0,10,1,12
06-05-2020,Mizoram,1,0,0,0,1
06-05-2020,Odisha,175,0,60,1,175
06-05-2020,Puducherry,9,0,6,0,9
06-05-2020,Punjab,1451,0,133,25,1451
06-05-2020,Rajasthan,3156,2,1525,89,3158
06-05-2020,Tamil Nadu,4052,6,1485,33,4058
06-05-2020,Telengana,1086,10,585,29,1096
06-05-2020,Tripura,43,0,2,0,43
06-05-2020,Uttar Pradesh,2879,1,987,56,2880
06-05-2020,Uttarakhand,60,1,39,1,61
06-05-2020,West Bengal,1344,0,364,140,1344
07-05-2020,Andaman and Nicobar Islands,33,0,32,0,33
07-05-2020,Andhra Pradesh,1777,0,729,36,1777
07-05-2020,Arunachal Pradesh,1,0,1,0,1
07-05-2020,Assam,45,0,32,1,45
07-05-2020,Bihar,542,0,188,4,542
07-05-2020,Chandigarh,120,0,21,1,120
07-05-2020,Chhattisgarh,59,0,36,0,59
07-05-2020,Dadar Nagar Haveli,1,0,0,0,1
07-05-2020,Delhi,5531,1,1542,65,5532
07-05-2020,Goa,6,1,7,0,7
07-05-2020,Gujarat,6624,1,1500,396,6625
07-05-2020,Haryana,580,14,260,7,594
07-05-2020,Himachal Pradesh,45,0,38,2,45
07-05-2020,Jammu and Kashmir,775,0,322,8,775
07-05-2020,Jharkhand,127,0,37,3,127
07-05-2020,Karnataka,693,0,354,29,693
07-05-2020,Kerala,495,8,469,4,503
07-05-2020,Ladakh,41,0,17,0,41
07-05-2020,Madhya Pradesh,3138,0,1099,185,3138
07-05-2020,Maharashtra,16755,3,3094,651,16758
07-05-2020,Manipur,2,0,2,0,2
07-05-2020,Meghalaya,12,0,10,1,12
07-05-2020,Mizoram,1,0,0,0,1
07-05-2020,Odisha,185,0,61,2,185
07-05-2020,Puducherry,9,0,6,0,9
07-05-2020,Punjab,1516,0,135,27,1516
07-05-2020,Rajasthan,3315,2,1596,92,3317
07-05-2020,Tamil Nadu,4823,6,1516,35,4829
07-05-2020,Telengana,1097,10,628,29,1107
07-05-2020,Tripura,43,0,2,0,43
07-05-2020,Uttar Pradesh,2997,1,1130,60,2998
07-05-2020,Uttarakhand,60,1,39,1,61
07-05-2020,West Bengal,1456,0,364,144,1456
08-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
08-05-2020,Andhra Pradesh,1847,0,780,38,1847
08-05-2020,Arunachal Pradesh,1,0,1,0,1
08-05-2020,Assam,54,0,34,1,54
08-05-2020,Bihar,550,0,246,5,550
08-05-2020,Chandigarh,135,0,21,1,135
08-05-2020,Chhattisgarh,59,0,38,0,59
08-05-2020,Dadar Nagar Haveli,1,0,0,0,1
08-05-2020,Delhi,5979,1,1931,66,5980
08-05-2020,Goa,6,1,7,0,7
08-05-2020,Gujarat,7011,1,1709,425,7012
08-05-2020,Haryana,611,14,260,7,625
08-05-2020,Himachal Pradesh,46,0,38,2,46
08-05-2020,Jammu and Kashmir,793,0,335,9,793
08-05-2020,Jharkhand,132,0,41,3,132
08-05-2020,Karnataka,705,0,366,30,705
08-05-2020,Kerala,495,8,474,4,503
08-05-2020,Ladakh,42,0,17,0,42
08-05-2020,Madhya Pradesh,3252,0,1231,193,3252
08-05-2020,Maharashtra,17971,3,3301,694,17974
08-05-2020,Manipur,2,0,2,0,2
08-05-2020,Meghalaya,12,0,10,1,12
08-05-2020,Mizoram,1,0,0,0,1
08-05-2020,Odisha,219,0,62,2,219
08-05-2020,Puducherry,9,0,6,0,9
08-05-2020,Punjab,1644,0,149,28,1644
08-05-2020,Rajasthan,3425,2,1596,97,3427
08-05-2020,Tamil Nadu,5403,6,1547,37,5409
08-05-2020,Telengana,1113,10,650,29,1123
08-05-2020,Tripura,65,0,2,0,65
08-05-2020,Uttar Pradesh,3070,1,1250,62,3071
08-05-2020,Uttarakhand,60,1,39,1,61
08-05-2020,West Bengal,1548,0,364,151,1548
09-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
09-05-2020,Andhra Pradesh,1887,0,842,41,1887
09-05-2020,Arunachal Pradesh,1,0,1,0,1
09-05-2020,Assam,59,0,34,1,59
09-05-2020,Bihar,571,0,297,5,571
09-05-2020,Chandigarh,150,0,21,1,150
09-05-2020,Chhattisgarh,59,0,38,0,59
09-05-2020,Dadar Nagar Haveli,1,0,0,0,1
09-05-2020,Delhi,6317,1,2020,68,6318
09-05-2020,Goa,6,1,7,0,7
09-05-2020,Gujarat,7401,1,1872,449,7402
09-05-2020,Haryana,633,14,279,8,647
09-05-2020,Himachal Pradesh,50,0,38,2,50
09-05-2020,Jammu and Kashmir,823,0,364,9,823
09-05-2020,Jharkhand,132,0,52,3,132
09-05-2020,Karnataka,753,0,376,30,753
09-05-2020,Kerala,495,8,484,4,503
09-05-2020,Ladakh,42,0,17,0,42
09-05-2020,Madhya Pradesh,3341,0,1349,200,3341
09-05-2020,Maharashtra,19060,3,3470,731,19063
09-05-2020,Manipur,2,0,2,0,2
09-05-2020,Meghalaya,12,0,10,1,12
09-05-2020,Mizoram,1,0,0,0,1
09-05-2020,Odisha,271,0,63,2,271
09-05-2020,Puducherry,9,0,6,0,9
09-05-2020,Punjab,1731,0,152,29,1731
09-05-2020,Rajasthan,3577,2,1916,101,3579
09-05-2020,Tamil Nadu,6003,6,1605,40,6009
09-05-2020,Telengana,1123,10,700,29,1133
09-05-2020,Tripura,118,0,2,0,118
09-05-2020,Uttar Pradesh,3213,1,1387,66,3214
09-05-2020,Uttarakhand,62,1,46,1,63
09-05-2020,West Bengal,1678,0,364,160,1678
10-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
10-05-2020,Andhra Pradesh,1930,0,887,44,1930
10-05-2020,Arunachal Pradesh,1,0,1,0,1
10-05-2020,Assam,63,0,34,2,63
10-05-2020,Bihar,591,0,322,5,591
10-05-2020,Chandigarh,169,0,24,2,169
10-05-2020,Chhattisgarh,59,0,43,0,59
10-05-2020,Dadar Nagar Haveli,1,0,0,0,1
10-05-2020,Delhi,6541,1,2020,73,6542
10-05-2020,Goa,6,1,7,0,7
10-05-2020,Gujarat,7795,1,2091,472,7796
10-05-2020,Haryana,661,14,290,9,675
10-05-2020,Himachal Pradesh,50,0,38,2,50
10-05-2020,Jammu and Kashmir,836,0,368,9,836
10-05-2020,Jharkhand,156,0,78,3,156
10-05-2020,Karnataka,794,0,386,30,794
10-05-2020,Kerala,497,8,485,4,505
10-05-2020,Ladakh,42,0,17,0,42
10-05-2020,Madhya Pradesh,3614,0,1676,215,3614
10-05-2020,Maharashtra,20225,3,3800,779,20228
10-05-2020,Manipur,2,0,2,0,2
10-05-2020,Meghalaya,13,0,10,1,13
10-05-2020,Mizoram,1,0,1,0,1
10-05-2020,Odisha,294,0,63,2,294
10-05-2020,Puducherry,9,0,6,0,9
10-05-2020,Punjab,1762,0,157,31,1762
10-05-2020,Rajasthan,3706,2,2026,106,3708
10-05-2020,Tamil Nadu,6529,6,1824,44,6535
10-05-2020,Telengana,1153,10,750,30,1163
10-05-2020,Tripura,134,0,2,0,134
10-05-2020,Uttar Pradesh,3372,1,1499,74,3373
10-05-2020,Uttarakhand,66,1,46,1,67
10-05-2020,West Bengal,1786,0,372,171,1786
11-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
11-05-2020,Andhra Pradesh,1980,0,925,45,1980
11-05-2020,Arunachal Pradesh,1,0,1,0,1
11-05-2020,Assam,63,0,34,2,63
11-05-2020,Bihar,696,0,365,6,696
11-05-2020,Chandigarh,169,0,24,2,169
11-05-2020,Chhattisgarh,59,0,49,0,59
11-05-2020,Dadar Nagar Haveli,1,0,0,0,1
11-05-2020,Delhi,6922,1,2069,73,6923
11-05-2020,Goa,6,1,7,0,7
11-05-2020,Gujarat,8193,1,2545,493,8194
11-05-2020,Haryana,689,14,300,10,703
11-05-2020,Himachal Pradesh,55,0,39,2,55
11-05-2020,Jammu and Kashmir,861,0,383,9,861
11-05-2020,Jharkhand,157,0,78,3,157
11-05-2020,Karnataka,848,0,424,31,848
11-05-2020,Kerala,504,8,489,4,512
11-05-2020,Ladakh,42,0,21,0,42
11-05-2020,Madhya Pradesh,3614,0,1676,215,3614
11-05-2020,Maharashtra,22168,3,4199,832,22171
11-05-2020,Manipur,2,0,2,0,2
11-05-2020,Meghalaya,13,0,10,1,13
11-05-2020,Mizoram,1,0,1,0,1
11-05-2020,Odisha,377,0,68,3,377
11-05-2020,Puducherry,9,0,6,0,9
11-05-2020,Punjab,1823,0,166,31,1823
11-05-2020,Rajasthan,3812,2,2176,107,3814
11-05-2020,Tamil Nadu,7198,6,1959,47,7204
11-05-2020,Telengana,1186,10,750,30,1196
11-05-2020,Tripura,150,0,2,0,150
11-05-2020,Uttar Pradesh,3466,1,1653,74,3467
11-05-2020,Uttarakhand,67,1,46,1,68
11-05-2020,West Bengal,1939,0,417,185,1939
12-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
12-05-2020,Andhra Pradesh,2018,0,975,45,2018
12-05-2020,Arunachal Pradesh,1,0,1,0,1
12-05-2020,Assam,65,0,34,2,65
12-05-2020,Bihar,747,0,377,6,747
12-05-2020,Chandigarh,174,0,24,2,174
12-05-2020,Chhattisgarh,59,0,53,0,59
12-05-2020,Dadar Nagar Haveli,1,0,0,0,1
12-05-2020,Delhi,7232,1,2129,73,7233
12-05-2020,Goa,6,1,7,0,7
12-05-2020,Gujarat,8540,1,2780,513,8541
12-05-2020,Haryana,716,14,337,11,730
12-05-2020,Himachal Pradesh,59,0,39,2,59
12-05-2020,Jammu and Kashmir,879,0,427,10,879
12-05-2020,Jharkhand,160,0,78,3,160
